hash,time,message,buggy
b1aa773,2016-01-20T09:41:46,Define errno_t on compilers where it is necessary.,0.0
5e9a899,2016-01-20T09:45:45,Ignore overlength string warnings from reference_elem.data,0.0
d455401,2016-01-20T10:00:13,Disable variadic macro warnings in GCC 5.,0.0
71be328,2016-01-20T10:11:07,Avoid overlength string warnings from libmesh_assert calls.,0.0
b744311,2016-01-20T10:17:34,NewmarkSolver: fix cache w/o restore bug,0.0
072f15f,2016-01-20T10:45:37,Fix overlength string in meshtool.C,1.0
91f7b9d,2016-01-20T10:51:58,Use libmesh_error_msg() macro in meshtool.C,0.0
df62e17,2016-01-20T11:33:53,Fix overlength string issue in compare.C,1.0
fd19b92,2016-01-20T11:36:48,Use libmesh_error_msg() in compare.C,0.0
f7421f6,2016-01-20T13:14:31,Set SLEPc solver options for eigenproblems_ex3,0.0
14784ad,2016-01-20T13:35:55,Merge pull request #796 from roystgnr/eigenproblem3_options,0.0
c17e1dd,2016-01-20T14:24:57,Merge pull request #793 from roystgnr/numerical_jacobians_fix,0.0
ca9b3bf,2016-01-20T14:26:44,Merge branch 'spatial_dimension',0.0
53edc4c,2016-01-20T14:48:51,Merge pull request #768 from roystgnr/write_node_unique_ids2,0.0
0954d1a,2016-01-20T16:01:52,Merge pull request #794 from jwpeterson/gcc_osx_fix3,0.0
12cd2fe,2016-01-20T19:12:27,Add GMRES support to EigenSparseLinearSolver.,0.0
5bfdaad,2016-01-20T19:12:47,Demonstrate use of Eigen GMRES solver in introduction_ex5.,0.0
085a042,2016-01-20T19:13:13,"Revert ""Demonstrate use of Eigen GMRES solver in introduction_ex5.""",0.0
b014fc0,2016-01-21T08:00:27,Merge pull request #797 from jwpeterson/eigen_gmres,0.0
aecbd98,2016-01-21T09:42:49,Guard unique_id code with ifdefs.,0.0
dc45dab,2016-01-21T10:42:38,Add missing ifdef unique_id guards,0.0
d4459ec,2016-01-21T12:23:55,Merge pull request #798 from roystgnr/disable_unique_bugfix,0.0
d0d4d43,2016-01-21T12:29:44,Add m4 test of C++11 deleted functions.,0.0
3ac675e,2016-01-21T12:31:14,Run bootstrap.,0.0
6359d95,2016-01-21T12:43:55,Add m4 test of C++11 final keyword.,0.0
e2d61ff,2016-01-21T13:31:13,Clarify comment,0.0
430658a,2016-01-21T13:32:12,Add LAGRANGE case for side projections,0.0
4297ffb,2016-01-21T13:32:45,Add LAGRANGE case for interior projections,0.0
5b8f399,2016-01-21T13:41:51,Add libmesh_delete and libmesh_final macro.,0.0
ea568fb,2016-01-21T13:51:36,Ignore deprecated warnings from Eigen headers.,0.0
c719016,2016-01-21T13:55:13,Mark NumericVector-derived classes as final.,0.0
3b567c6,2016-01-21T14:26:09,Merge pull request #799 from libMesh/packed_range_refactor.rebased,0.0
6afd0f5,2016-01-21T14:28:21,Mark SparseMatrix subclasses as libmesh_final.,0.0
80333f7,2016-01-21T14:31:41,Mark Elem leaf classes as libmesh_final.,0.0
54cc396,2016-01-21T14:59:49,Mark QBase subclasses as libmesh_final.,0.0
1ebad55,2016-01-21T16:01:03,Bugfix for interior interpolation,1.0
98d356b,2016-01-21T16:48:13,Slit mesh restarts may fail without unique_id,0.0
f026594,2016-01-21T17:02:24,packed_range output_type fixes,0.0
bd29ed1,2016-01-21T17:05:21,One more is_edge() usage fix,0.0
d3e1c18,2016-01-22T08:11:41,Merge pull request #802 from roystgnr/packed_range_bugfixes,0.0
0023d3a,2016-01-22T08:13:26,Add missing libmesh_override to slit_mesh_test.C,0.0
df8ec47,2016-01-22T08:44:51,Merge pull request #804 from jwpeterson/cxx11_m4,0.0
3d13a96,2016-01-22T08:46:46,Merge pull request #803 from roystgnr/slit_mesh_unique_id_only,0.0
2b01b6d,2016-01-22T16:45:30,Merge pull request #800 from roystgnr/rereoptimize_projections,0.0
eeb6fa4,2016-01-23T18:42:24,Optimized the EIM construction code. Before we did multiple L2 projections for all variables in one big system. Now we do a separate L2 projection for each variable. This gives the same results as before but uses less memory.,0.0
7699b2d,2016-01-24T15:00:04,Update traffic.,0.0
081f85c,2016-01-24T15:19:52,Add configure tests for cxx11 nullptr.,0.0
74d460b,2016-01-24T15:21:35,Run bootstrap.,0.0
c0f4430,2016-01-24T15:45:15,"Add backwards-compatible ""workaround"" nullptr type.",0.0
e6abf95,2016-01-24T15:45:53,Update Makefile.am files using rebuild_XYZ scripts.,0.0
cdb192f,2016-01-25T11:00:12,Replace NULL with libmesh_nullptr in examples.,0.0
8f8a2fa,2016-01-26T09:44:26,Write case file with iostreams.,0.0
4be809c,2016-01-26T10:08:12,Use iostreams in write_scalar_ascii().,0.0
cd95b7e,2016-01-26T10:25:56,Use iostreams in write_vector_ascii().,0.0
995d1ad,2016-01-26T10:40:04,Use iostreams in write_geometry_ascii().,0.0
9c25762,2016-01-26T11:12:56,Final cleanup.,0.0
28559ed,2016-01-26T11:19:42,Replace elem_type_to_string() with static map.,0.0
898cb00,2016-01-26T13:13:51,Merge branch 'ensight_io',0.0
bca60c6,2016-01-26T14:01:05,Removing pthread_unique_id() from Threads,0.0
c35b541,2016-01-26T15:24:31,Add Tri6::volume().,0.0
eef18ca,2016-01-26T18:31:35,We were storing coarse vectors (including the adjoint) before solving  now solving before saving.,0.0
41fe4b0,2016-01-26T19:32:13,Fixed memory leak introduced in PR #773,1.0
b1dc6dc,2016-01-26T22:33:57,Merge pull request #807 from dknez/PR_773_memory_leak_fix,0.0
701d742,2016-01-27T11:47:55,Merge branch 'tri6_volume',0.0
173191e,2016-01-27T13:43:48,Merge pull request #808 from vikramvgarg/adjoint_refinement_solve_before_store,0.0
50e3be9,2016-01-27T13:43:53,Add Quad8::volume().,0.0
674edce,2016-01-27T16:10:59,Merge branch 'quad8_volume',0.0
8998ce2,2016-01-28T08:33:37,Merge pull request #809 from dknez/EIM_refactoring,0.0
aa4da80,2016-01-28T09:24:39,Include libmesh_nullptr.h in libmesh_common.h,0.0
520e6b6,2016-01-28T09:25:45,Replace NULL with libmesh_nullptr in library.,0.0
90e1a5b,2016-01-28T11:52:03,Add notion of time-dependence to FunctionBase,0.0
855bbb7,2016-01-28T11:54:02,ConstFunctions are never time-dependent,0.0
014dabf,2016-01-28T11:56:09,Add time-dependence detection to ParsedFunction,0.0
34ae448,2016-01-28T11:57:44,Unit testing of ParsedFunction time-dependence,0.0
fd5ec66,2016-01-28T11:59:42,Add time-dependence detection to CompositeFunction,0.0
753a8c5,2016-01-28T12:09:28,Unit testing of CompositeFunction time-dependence,0.0
8.1e+46,2016-01-28T12:54:37,Add Quad9::volume().,0.0
f9e156d,2016-01-28T12:56:30,AutoPtrs should no longer be used for anything.,0.0
136a5f3,2016-01-28T14:32:14,Switch to 3x3 quadrature for Quad8::volume().,0.0
ea8aada,2016-01-28T15:21:08,Merge branch 'quad9_volume',0.0
45f38f8,2016-01-28T15:29:58,Merge pull request #805 from jwpeterson/nullptr,0.0
4f85d5b,2016-01-28T15:54:39,Switch to FIFTH order quadrature for Tri6::volume().,0.0
024f73b,2016-01-28T16:38:42,Merge branch 'tri6_volume2',0.0
9bdeafc,2016-01-28T17:01:29,Switch to more consistent Quad4::volume() implementation.,0.0
441e4ba,2016-01-28T17:22:19,Merge branch 'quad4_volume',0.0
4a04265,2016-01-28T17:27:57,Merge remote-tracking branch 'permcody/issue_801',0.0
fe509f1,2016-01-28T22:04:38,Add Edge4::volume().,0.0
b3d4d12,2016-01-28T22:59:40,Merge branch 'edge4_volume',0.0
2020d49,2016-01-28T23:08:24,Merge pull request #811 from pbauman/function-base-is-time-dependent,0.0
8d2b029,2016-01-29T10:47:21,Add quadrature-based Hex8::volume() implementation.,0.0
102c779,2016-01-29T10:47:21,Optimize Hex8::volume() slightly.,0.0
f647429,2016-01-29T15:28:58,"Revert ""Add quadrature-based Hex8::volume() implementation.""",0.0
4.146e+61,2016-01-29T15:30:58,Merge branch 'hex8_volume',0.0
cc9847b,2016-01-29T17:12:55,Initial volume() optimization for HEX27.,0.0
4afb9c1,2016-01-31T22:26:29,Further optimization of Hex27::volume().,0.0
4520164.0,2016-01-31T23:26:25,Update traffic.,0.0
8b4624e,2016-01-31T23:26:56,Merge branch 'hex27_volume',0.0
25eadfc,2016-02-01T11:17:52,Adding casts to the packed range example.,0.0
eb8aee3,2016-02-01T13:08:46,Merge pull request #814 from permcody/packed_range_fixup,0.0
a5f8a05,2016-02-01T13:30:28,Wrap pragmas in ifdefs to avoid GCC warnings.,0.0
7d7a627,2016-02-01T15:05:14,Merge pull request #816 from jwpeterson/ifdef_pragma,0.0
7f09628,2016-02-01T20:02:33,Add Hex20::volume().,0.0
0eb0e86,2016-02-01T22:21:31,Precompute quadrature point powers in Hex27::volume().,0.0
7375631.0,2016-02-01T22:36:41,Merge branch 'hex20_volume',0.0
2abe922,2016-02-02T09:35:31,Add Tet10::volume().,0.0
2465612.0,2016-02-02T11:26:03,Merge branch 'tet10_volume',0.0
294602a,2016-02-02T13:33:01,Add quadrature-based Prism6::volume() implementation.,0.0
b211c1b,2016-02-02T14:43:08,Merge branch 'prism6_volume',0.0
79ee312,2016-02-02T15:00:56,Hoist computation out of inner loop.,0.0
3d63338,2016-02-02T15:24:44,Merge branch 'prism6_optimization',0.0
d5a7e7a,2016-02-02T18:06:04,Reduced Basis Change: Add method to plot EIM parameterized functions.,0.0
aa0469d,2016-02-02T19:39:04,Merge pull request #817 from dknez/plot_eim_functions,0.0
ac21288,2016-02-02T21:22:05,Absolute values for error_per_cell in the elementwise adjoint refinement error estimator,0.0
bdd7830,2016-02-02T22:44:25,Add Prism15::volume().,0.0
896397b,2016-02-03T00:16:31,Merge branch 'prism15_volume',0.0
311deb1,2016-02-03T07:58:17,Merge pull request #818 from vikramvgarg/adjoint_ref_abs_value,0.0
23db35c,2016-02-03T12:08:24,Consolidate LAGRANGE projection code,0.0
976759f,2016-02-03T12:42:47,Add Prism18::volume().,0.0
0a24fce,2016-02-03T13:40:53,Merge branch 'prism18_volume',0.0
21b7e99,2016-02-03T13:49:10,Documentation fix.,0.0
24c4924,2016-02-03T14:39:11,Handle the LAGRANGE superparametric element case,0.0
f1ae44a,2016-02-03T16:24:09,Add quadrature-based volume() implementation for Pyramid5.,0.0
7b81856,2016-02-03T16:43:46,"Revert ""Add quadrature-based volume() implementation for Pyramid5.""",0.0
7ed920a,2016-02-03T16:52:40,Merge pull request #820 from roystgnr/rerereoptimize_projections,0.0
3f7c094,2016-02-03T16:56:34,Merge branch 'pyramid5_volume',0.0
f11b072,2016-02-03T22:15:40,Add Pyramid14::volume().,0.0
6478a6d,2016-02-03T23:28:12,Fix one_pyramid14.xda.,1.0
943b53d,2016-02-04T00:05:13,RB Change: Optimize EIM by storing inner_product * basis functions,0.0
b27fce2,2016-02-04T00:17:46,Add Pyramid13::volume().,0.0
da9dbe6,2016-02-04T00:49:49,Merge branch 'pyramid_volume',0.0
fa76da7,2016-02-04T00:52:42,Fix unused variable warning.,1.0
f1e8e65,2016-02-04T08:59:22,RB Change: Fixed EIM truth_solve on hybrid meshes.,0.0
04b618f,2016-02-04T09:30:07,Update citations.,0.0
fc627bb,2016-02-04T11:42:46,Merge pull request #822 from dknez/optimize_eim,0.0
c4f2c94,2016-02-06T16:04:53,Merge branch 'hex8_volume2',0.0
4f0a5d5,2016-02-06T16:26:04,Add triple_product(a b c) for TypeVectors.,0.0
30f06fd,2016-02-06T16:34:31,Use triple_product in Hex8::volume().,0.0
e714b17,2016-02-06T16:41:05,Use triple_product in Pyramid5::volume().,0.0
30ef979,2016-02-06T16:47:32,Use triple_product in Tet4::volume().,0.0
5bcb1c1,2016-02-06T17:00:19,Use triple_product() in remaining 3D Elem volume() formulas.,0.0
52fa120,2016-02-08T08:27:43,Update citations.,0.0
da8ace0,2016-02-08T08:36:48,Update traffic.,0.0
7ebef78,2016-02-08T08:38:30,Update statistics for February 2016.,0.0
173b05a,2016-02-08T08:56:48,Merge pull request #825 from jwpeterson/triple_product,0.0
5be2078,2016-02-09T08:45:53,Update citations.,0.0
